2026-05-26 06:39:01.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:50.549 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:51.421 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:51.566 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:52.582 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:52.868 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.869 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.870 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.872 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.873 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.874 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:52.875 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:53.598 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:54.455 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:54.624 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:55.655 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:55.963 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.964 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.964 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.965 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.966 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.967 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:55.968 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:56.673 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:57.476 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:57.692 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:58.715 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:34:59.051 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.052 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.052 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.053 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.054 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.054 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.054 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:34:59.736 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:00.496 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:00.769 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:01.791 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:02.090 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.091 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.091 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.092 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.099 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.099 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.100 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:02.815 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:03.521 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:03.836 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:04.859 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:05.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.148 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.148 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.150 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:05.881 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:06.549 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:06.909 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:07.922 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:08.224 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.225 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.227 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.228 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.229 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.230 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.230 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:08.945 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:09.574 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:09.964 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:10.977 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:11.261 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.262 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.262 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.263 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.263 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.264 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.264 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:11.986 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:12.597 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:13.004 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:14.028 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:14.308 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.323 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.324 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.324 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.325 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:14.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:15.057 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:15.621 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:16.093 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:17.117 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:17.383 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.384 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.384 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.385 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.385 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.386 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:17.386 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:18.126 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:18.634 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:19.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:20.158 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:20.423 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.423 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.424 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.425 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.425 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.426 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:20.426 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:21.172 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:21.641 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:22.197 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:23.224 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:23.501 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.501 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.502 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.502 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.503 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.503 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:23.504 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:24.249 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:24.670 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:25.276 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:26.306 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:26.591 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.591 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.592 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.594 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.594 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.595 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:26.598 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:27.326 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:27.686 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:28.358 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:29.385 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:29.680 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.682 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.682 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.683 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.685 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.686 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:29.688 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:30.417 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:30.705 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:31.446 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:32.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:32.765 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.765 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.767 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.813 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.814 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.815 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:32.815 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:33.500 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:33.740 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:34.531 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:35.556 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:35.839 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.840 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.841 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.841 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.842 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.842 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:35.843 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:36.584 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:36.767 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:37.607 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:38.631 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:38.914 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.915 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.915 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.916 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.918 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.918 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:38.919 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:39.643 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:39.804 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:40.666 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:41.701 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:41.963 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.964 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.965 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.965 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.966 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.967 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:41.967 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:42.722 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:42.832 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:43.741 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:44.762 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:45.037 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.039 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.040 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.040 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.040 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.041 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.041 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:45.770 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:45.852 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:46.790 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:47.799 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:48.080 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.081 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.081 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.100 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.100 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.101 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.101 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:48.830 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:48.862 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:49.864 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:50.885 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:51.159 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.160 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.161 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.886 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:51.922 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:52.950 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:53.982 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:54.216 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.217 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.218 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.219 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.219 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.221 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.229 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:54.924 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:55.024 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:56.051 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:57.071 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:57.288 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.289 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.304 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.305 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.306 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.307 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:57.946 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:35:58.068 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:35:59.081 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:00.094 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:00.399 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.400 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.401 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.402 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.402 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.403 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.404 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:00.967 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:01.116 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:02.152 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:03.181 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:03.491 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.492 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
